Leiden clusters,Chrm2_mean,Chrm2_perc,Car4_mean,Car4_perc,Fam167b_mean,Fam167b_perc,Fabp4_mean,Fabp4_perc,Sema3g_mean,Sema3g_perc,Sox17_mean,Sox17_perc,Cd3d_mean,Cd3d_perc,Cd3e_mean,Cd3e_perc,Gm2682_mean,Gm2682_perc,Lck_mean,Lck_perc,Adgre1_mean,Adgre1_perc,Fcrls_mean,Fcrls_perc,Ms4a7_mean,Ms4a7_perc,Trem2_mean,Trem2_perc,Lyve1_mean,Lyve1_perc,Pard6g_mean,Pard6g_perc,Rbpjl_mean,Rbpjl_perc,Amy2a1_mean,Amy2a1_perc,Gm20629_mean,Gm20629_perc,Lrrc7_mean,Lrrc7_perc,Gm2663_mean,Gm2663_perc,Reg3a_mean,Reg3a_perc,Arhgdig_mean,Arhgdig_perc,Aqp12_mean,Aqp12_perc,Cd79a_mean,Cd79a_perc,Pax5_mean,Pax5_perc,Svep1_mean,Svep1_perc,Dpt_mean,Dpt_perc,Dcdc2a_mean,Dcdc2a_perc,Erbb4_mean,Erbb4_perc,Cxcl14_mean,Cxcl14_perc,Rbp1_mean,Rbp1_perc,Rgs5_mean,Rgs5_perc,Notch3_mean,Notch3_perc,Flt3_mean,Flt3_perc,Plbd1_mean,Plbd1_perc,Fgf1_mean,Fgf1_perc,Wt1_mean,Wt1_perc,Kcnmb2_mean,Kcnmb2_perc,Pcsk2_mean,Pcsk2_perc,Csmd1_mean,Csmd1_perc,Plp1_mean,Plp1_perc
Acinar to Ductal (Gm2663),0.000022445385919073376,0.5586592178770949,0,0,0,0,0.0005445295224621936,2.793296089385475,0,0,0,0,0.00028420481051089313,0.5586592178770949,0,0,0.00017657550914953302,0.5586592178770949,0,0,0.00028420481051089313,0.5586592178770949,0.0008498980999223731,1.1173184357541899,0.00013680783792723302,0.5586592178770949,0,0,0,0,0,0,0.003300296736386519,13.966480446927374,0.0002064535317309929,2.793296089385475,0.0006029975964945197,0.5586592178770949,0.0006662225971772978,2.793296089385475,0.04259444616091646,56.424581005586596,0.04344836241601165,60.893854748603346,0.01344814525740857,36.87150837988827,0.006766161669994457,26.81564245810056,0.00007580541213073961,0.5586592178770949,0,0,0,0,0.00014444831781147254,0.5586592178770949,0.0006445836376320727,0.5586592178770949,0.00002541212141192995,0.5586592178770949,0.00027784390604305965,1.1173184357541899,0.0008451238316083713,1.675977653631285,0.0001645635697516056,0.5586592178770949,0.00005199701110244815,0.5586592178770949,0,0,0,0,0,0,0.0002529178110758071,0.5586592178770949,0,0,0.00036425541258570623,0.5586592178770949,0,0,0,0
Acinar to Ductal (ADM),0,0,0.0002665527756692548,0.32017075773745995,0.00010750382194413576,0.21344717182497333,0.003644884111987316,4.909284951974386,0,0,0,0,0,0,0.00020169918495086786,0.32017075773745995,0.00040837125466397056,0.8537886872998933,0.00018456601948608388,0.32017075773745995,0.0005265089615273873,0.96051227321238,0.00026764924859240936,0.6403415154749199,0.0007152574550932401,1.1739594450373532,0.00039718350754469107,1.0672358591248665,0.00015745983878508684,0.42689434364994666,0.0002693314503680867,0.7470651013874066,0.007879755879187047,15.154749199573105,0.0035332699375547616,7.363927427961579,0.000750998914691465,2.2411953041622197,0.002037375552609238,4.695837780149413,0.0041314526567624065,8.004268943436498,0.0057571748434665495,10.88580576307364,0.01066307905437598,25.080042689434368,0.006904289615431293,16.115261472785487,0.0003513074622462528,1.0672358591248665,0.00016556468832843897,0.5336179295624333,0.000759917003212801,1.0672358591248665,0.0006811214591916987,0.8537886872998933,0.0009887885294249665,2.0277481323372464,0.0005053434282095443,1.2806830309498398,0.0007862656694046356,1.3874066168623265,0.00099404058693342,1.814300960512273,0.002335238040661707,2.3479188900747063,0.0004658580985287841,0.8537886872998933,0.000021073170643619938,0.21344717182497333,0.00023251573772556914,0.21344717182497333,0.0000071648113488934636,0.10672358591248667,0.00024226673360262715,0.5336179295624333,0.00041151309448615926,0.7470651013874066,0.0008799082770667031,1.1739594450373532,0.0010673193294416415,1.92102454642476,0.00017739594507368593,0.32017075773745995
B cell (Cd79a-Pax5),0,0,0.000038773341928459745,0.1006036217303823,0.00010640629314973529,0.7042253521126761,0.0005823755437060714,2.0120724346076457,0.0000129788088123656,0.1006036217303823,0,0,0.0001110473844813008,0.6036217303822937,0.00012641326786979874,0.5030181086519114,0.0006540320931277562,1.30784708249497,0.0012976407929680155,7.042253521126761,0.0005632941464534207,2.61569416498994,0.000351863089213045,1.6096579476861168,0.0004648509917528074,2.2132796780684103,0.00036081573697285894,1.6096579476861168,0,0,0.00006215380742215743,0.4024144869215292,0.0007790826746473332,3.0181086519114686,0.0004744037089648037,1.0060362173038229,0.0001208717416064019,0.30181086519114686,0.00026725010553178775,1.2072434607645874,0.00023982781112165852,1.2072434607645874,0.00039981543596608347,2.2132796780684103,0.0003320276087085089,1.6096579476861168,0.000024434068375007645,0.2012072434607646,0.07964476199678028,83.60160965794769,0.07148013324767036,88.22937625754527,0.00002653801636955025,0.2012072434607646,0.00011972706672186448,0.4024144869215292,0.00015858134690457625,0.8048289738430584,0.00006443490356343577,0.4024144869215292,0.00029702123639385416,1.4084507042253522,0.0005436615786996625,2.0120724346076457,0.0004374004142014499,1.710261569416499,0.00001197559558269051,0.1006036217303823,0.0002916581334551889,1.2072434607645874,0.0013503706900373203,5.633802816901409,0.00005346281297070181,0.30181086519114686,0.00001456956188930909,0.1006036217303823,0.000138880273583738,0.4024144869215292,0.000096998265144385,0.5030181086519114,0.00010723949794462284,0.7042253521126761,0.00041128770577553495,1.1066398390342052
Stellate cell (Svep1-Dpt),0.00011155491218776728,0.6160164271047228,0,0,0.000040535136716251924,0.20533880903490762,0.0028592473984562316,3.9014373716632447,0.00026990749753851457,1.2320328542094456,0.000023304891275809963,0.20533880903490762,0.0002322738679539288,0.6160164271047228,0.00010200954658409578,0.41067761806981523,0.0011227102299165138,1.642710472279261,0.0003077129555566751,1.0266940451745379,0.0004968664206673312,0.8213552361396305,0.0005436651261717795,1.4373716632443532,0.0003697641614339332,1.0266940451745379,0.0008720454937271979,1.8480492813141685,0.00014521977115717686,0.41067761806981523,0.0007199916258929207,4.1067761806981515,0.0004641787316356228,1.4373716632443532,0.00046247362585369626,1.8480492813141685,0.00004017651079840881,0.41067761806981523,0.0005558991673744242,1.4373716632443532,0.00038848821026422355,1.642710472279261,0.0005796395859108845,1.2320328542094456,0.0004134827309643981,1.4373716632443532,0.00024222828877365208,1.0266940451745379,0.00017447473352830267,0.6160164271047228,0.00031565553200552587,0.8213552361396305,0.036552991176952675,53.38809034907598,0.03793534089800301,45.17453798767967,0.0003620074453422557,0.8213552361396305,0.00002515904207971096,0.20533880903490762,0.032096448192756026,26.69404517453799,0.031935064817301226,43.121149897330596,0.0018393449252190365,2.6694045174537986,0.002156633545262618,6.570841889117044,0.0002250815492836052,1.2320328542094456,0.0006293448798690101,2.6694045174537986,0.0010115565155314,5.749486652977413,0.003334391417954403,11.293634496919918,0,0,0.0002104564552915267,0.41067761806981523,0.04993853086062271,7.186858316221765,0.0001291927562520542,0.41067761806981523
Progenitor (ADM),0.00012365959055745475,0.22935779816513763,0.00005913209375349289,0.45871559633027525,0,0,0.0007663505717623829,2.064220183486239,0.00002145591065884418,0.22935779816513763,0.00007327975736738059,0.22935779816513763,0.00003957725292415492,0.22935779816513763,0,0,0.00007327975736738059,0.22935779816513763,0.00005590802953228077,0.45871559633027525,0.00020239670407351269,0.45871559633027525,0.000028910370029870696,0.22935779816513763,0.0002992992499703858,0.45871559633027525,0.0001727066643773972,0.45871559633027525,0,0,0.0006262927523028098,2.981651376146789,0.0013584712423202242,4.3577981651376145,0.0006563797295525471,2.064220183486239,0.00031212398089195575,1.146788990825688,0.0005481786823981466,1.6055045871559634,0.0002516227584321501,0.6880733944954129,0.00022508931551481703,0.9174311926605505,0.0013381869731642249,4.587155963302752,0.0003377853493234133,1.834862385321101,0.0001593012436744998,0.22935779816513763,0.00004551464104985709,0.22935779816513763,0.00002904964916972555,0.22935779816513763,0,0,0.07102016597939194,64.6788990825688,0.08388771901055342,66.74311926605505,0.00011005775846160778,0.6880733944954129,0.0013802123938888523,3.4403669724770642,0.004804955809022397,12.385321100917432,0.0005183953177670777,2.522935779816514,0.00015873250791510827,0.45871559633027525,0.000055943194491201095,0.22935779816513763,0.00026741400501827,1.6055045871559634,0,0,0.00008060578360768734,0.45871559633027525,0.0002508232126755741,0.9174311926605505,0.014687550531508102,19.26605504587156,0.0004124565274295582,2.293577981651376
Muscularis cell,0,0,0,0,0.0002662844575568939,0.3968253968253968,0.0012210880556382771,1.5873015873015872,0,0,0,0,0.00012948317816485487,0.3968253968253968,0,0,0.0004477659001514812,0.7936507936507936,0.00006961726642991243,0.3968253968253968,0.0006713886362314787,0.7936507936507936,0,0,0.001176420497039691,1.5873015873015872,0.0014695051181575801,1.984126984126984,0.00018943842408554644,0.3968253968253968,0.0015757021047115218,3.1746031746031744,0.002241787400228688,2.380952380952381,0.00039906290975397896,0.3968253968253968,0.00024101819301972985,0.3968253968253968,0.0015048753434367,1.984126984126984,0.00029504709064713845,0.7936507936507936,0.0013626758774086375,1.984126984126984,0.000567632758486239,1.1904761904761905,0.0008414038474671861,1.1904761904761905,0,0,0.00034651725971519875,0.3968253968253968,0.0030215282039726256,3.571428571428571,0.007886845536174315,8.333333333333332,0.00031006760930244446,0.7936507936507936,0,0,0.05157863109860174,33.730158730158735,0.07880150303809835,51.98412698412699,0.0003848669959682643,0.3968253968253968,0,0,0,0,0,0,0.0002079103558291193,0.3968253968253968,0.0015469368010452749,2.380952380952381,0,0,0.0007521847399768556,0.7936507936507936,0.004350016760811405,2.380952380952381,0,0
Fibroblast (Rgs5),0.00012606962359892432,0.8888888888888888,0,0,0,0,0.011248720969312778,15.11111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.0010573013918141788,0.8888888888888888,0.0003465759914541336,0.4444444444444444,0.0000510163318154845,0.4444444444444444,0.0005934188086336055,1.3333333333333335,0,0,0.0012910250758280555,6.666666666666667,0.00038044380557030556,1.3333333333333335,0.000393217157849454,1.7777777777777777,0.0001285422954255284,0.8888888888888888,0.000656881988288924,1.7777777777777777,0.0009063775139754547,1.7777777777777777,0.0013692606145345712,2.2222222222222223,0.0002786777989205299,0.4444444444444444,0.00060757562229298,1.7777777777777777,0,0,0.00007782296287647528,0.4444444444444444,0.00041957141895477033,1.7777777777777777,0.0008665085100017727,0.8888888888888888,0,0,0.000043809284404486087,0.4444444444444444,0.000562296162703674,1.3333333333333335,0.006637539905123696,13.333333333333334,0.582403794716948,86.22222222222223,0.07007131125059307,62.22222222222222,0,0,0,0,0.003919291186899417,14.222222222222221,0,0,0.00007118532113418235,0.4444444444444444,0,0,0.005053149433787099,5.333333333333334,0.00018489784424147946,0.8888888888888888
Dendritic (Cd209a),0,0,0,0,0,0,0.00047238369997006644,2.450980392156863,0,0,0,0,0.00003857673375805358,0.49019607843137253,0,0,0.00011573020127416074,0.49019607843137253,0.00003857673375805358,0.49019607843137253,0.0011813580761587705,8.823529411764707,0.000060201329258063585,0.49019607843137253,0.0008774493788617955,1.9607843137254901,0.000300081453246526,3.431372549019608,0.00010225184686110321,0.49019607843137253,0.00021275868490420785,1.9607843137254901,0.0007325689033286023,3.431372549019608,0.00043371005717888605,0.49019607843137253,0.00004752986927987792,0.49019607843137253,0.000533125915583601,2.941176470588235,0.00011005573682495834,0.9803921568627451,0.00025466860487865817,2.450980392156863,0.00020340332342735988,1.4705882352941175,0,0,0,0,0,0,0,0,0.00043371005717888605,0.49019607843137253,0,0,0,0,0.0012994767077013137,8.333333333333332,0.0003111388850285812,1.9607843137254901,0.00007751415448540651,0.9803921568627451,0.0007749443463160647,2.450980392156863,0.025923153270069072,75.98039215686273,0.04470354708110385,73.0392156862745,0,0,0,0,0.00004819644284397398,0.49019607843137253,0,0,0.0003841790964040054,1.9607843137254901,0.0015984574523636083,1.9607843137254901
Stellate cell (Fgf1),0.00021098884069332795,0.9259259259259258,0,0,0,0,0.0012630956439242662,4.62962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0.000433036499275601,0.9259259259259258,0.00010549442034666397,0.9259259259259258,0,0,0.002691345857851903,12.962962962962962,0,0,0.0005442526280599964,3.7037037037037033,0,0,0,0,0.00024447612979189244,0.9259259259259258,0,0,0.0002139364595161866,1.8518518518518516,0.00025614409990973167,0.9259259259259258,0.0008501640059348871,4.62962962962963,0.0002567229566326915,0.9259259259259258,0,0,0.0004289486783258628,0.9259259259259258,0,0,0,0,0.0008848867559207898,1.8518518518518516,0.004170287500441383,9.25925925925926,0.0012877498392356416,5.555555555555555,0.009304800335814767,28.703703703703702,0.002676160745071539,1.8518518518518516,0.0009191481942969978,0.9259259259259258,0,0,0,0,0.046226240158581934,68.51851851851852,0.03254644322947862,62.03703703703704,0.0009657309213993228,2.7777777777777777,0,0,0.00013375185436809183,0.9259259259259258,0.00034814032456405986,1.8518518518518516
Enterochromaffn cell,0.0016113462171626382,3.7037037037037033,0,0,0,0,0.004313920568732886,3.7037037037037033,0,0,0,0,0,0,0,0,0.0010746542370670808,3.7037037037037033,0,0,0.00033224443083587423,3.7037037037037033,0,0,0,0,0.004112213875473883,3.7037037037037033,0,0,0.001610866870589327,7.4074074074074066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002557826611140207,11.11111111111111,0.0031850441582233456,3.7037037037037033,0.0003554625553375729,3.7037037037037033,0.0044331671535596485,3.7037037037037033,0,0,0,0,0,0,0.0016612221541793713,3.7037037037037033,0,0,0,0,0.0833785653663687,66.66666666666666,0.2545957162138422,77.77777777777779,0,0,0.001444748045067141,7.4074074074074066
Pancreatic D cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018149097777331847,5,0,0,0.000580816952697317,5,0,0,0,0,0,0,0,0,0.0013793957055572611,10,0.0008265522185589262,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016638357104489252,10,0.003699649007122474,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,0.0959564998615293,90
